Thermocouple 0 (deg C)	Thermocouple 1 (deg C)	Thermocouple 2 (deg C)	Thermocouple 3 (deg C)
105.633	104.400	99.237	94.400
105.745	103.839	99.237	95.751
107.313	105.633	100.472	94.062
105.857	105.184	98.225	94.963
106.753	102.717	100.922	96.426
106.417	104.288	98.787	96.201
108.433	103.727	99.574	93.161
108.544	102.156	97.663	94.287
108.433	105.745	97.776	96.089
105.521	101.932	97.438	94.850
109.216	105.745	98.338	94.963
109.104	103.615	99.462	92.936
107.873	103.390	101.034	94.850
107.649	101.371	99.349	94.400
107.537	103.839	97.663	92.823
109.328	101.371	98.450	95.638
106.193	104.512	99.911	94.175
107.201	102.942	100.023	93.274
105.409	103.615	100.472	95.076
105.409	103.839	100.585	95.188
108.768	104.848	97.326	94.850
106.641	105.184	100.023	92.598
105.409	101.258	99.686	93.048
105.857	103.951	97.663	93.274
108.768	102.717	96.876	94.513
107.873	103.615	100.472	94.963
106.529	103.390	100.023	93.837
105.969	103.503	97.663	93.724
108.880	101.595	99.349	95.188
108.656	101.707	100.248	93.386
108.880	103.390	97.551	92.936
106.193	102.942	99.799	92.823
105.072	104.400	99.012	92.936
107.537	100.922	100.136	92.259
106.305	102.493	96.651	94.175
107.649	104.288	99.012	94.738
108.321	103.054	96.764	93.499
108.544	103.166	99.237	91.808
107.873	102.605	98.225	94.963
108.768	104.736	99.911	92.372
106.417	102.942	96.764	93.274
104.512	100.697	100.023	91.583
108.209	101.034	99.911	93.499
105.857	104.063	99.686	92.259
107.649	103.951	98.001	95.301
108.209	104.624	100.023	92.710
105.745	102.044	97.101	91.696
106.081	102.717	97.326	95.413
107.201	102.942	99.574	94.175
104.512	104.400	96.651	92.034
107.313	101.371	100.023	93.048
107.313	100.472	98.563	95.188
108.433	101.146	96.314	92.147
108.209	101.146	96.539	93.612
107.089	102.942	95.863	92.485
106.305	103.390	99.237	93.837
106.977	102.269	97.213	93.048
107.313	101.034	98.900	93.950
104.063	103.615	97.101	92.598
104.512	100.248	98.675	91.470
108.209	102.381	99.574	91.921
107.537	101.146	99.799	93.274
107.873	100.360	98.001	92.485
107.649	100.472	95.526	93.724
106.193	101.258	98.338	90.793
106.753	100.809	97.888	94.287
107.985	101.707	97.663	91.245
105.633	101.483	97.888	92.259
105.633	100.585	95.526	92.823
103.951	99.911	98.563	91.583
105.296	100.023	95.638	94.513
106.753	100.809	97.101	93.724
105.521	102.605	96.089	91.808
104.175	101.483	97.438	91.696
107.761	100.472	96.988	91.470
104.400	102.381	98.563	92.147
103.951	99.574	95.638	92.372
106.305	101.707	98.450	94.062
105.633	101.595	95.526	92.034
107.425	102.717	96.988	93.499
106.865	102.717	98.450	90.793
107.761	100.922	96.651	94.175
105.745	102.717	96.201	90.568
106.081	101.371	97.888	91.808
107.313	101.146	95.751	91.132
104.960	102.269	96.314	90.004
107.089	102.381	98.001	90.342
103.278	100.248	96.764	89.891
103.503	99.911	97.551	90.117
106.977	101.258	98.563	94.062
104.848	100.585	98.675	93.274
105.857	101.146	97.101	92.936
103.166	100.585	97.663	93.274
105.857	101.595	97.101	91.808
104.400	102.156	95.863	93.837
103.839	100.585	97.551	93.950
107.313	99.686	96.426	91.245
107.313	100.585	96.876	93.161
104.400	101.483	95.976	90.568
105.745	100.472	97.101	89.552
105.745	100.023	96.426	93.161
105.184	100.248	96.651	91.132
105.857	103.054	97.213	92.936
104.175	102.605	95.526	91.583
104.400	100.697	94.963	90.342
103.839	101.483	98.338	90.681
104.400	102.156	94.738	89.778
106.753	102.381	98.225	90.117
103.727	99.349	97.326	93.274
105.745	102.717	94.625	89.665
103.166	100.697	94.175	90.342
106.417	100.585	95.301	91.921
103.615	99.799	95.413	91.357
103.278	102.269	95.863	90.793
105.521	101.595	94.738	92.936
103.615	101.483	96.314	91.470
103.951	101.034	94.625	90.342
105.072	101.146	94.963	90.455
106.081	101.932	93.950	91.696
102.605	102.381	96.764	92.147
105.409	100.585	96.876	92.936
106.529	101.371	95.188	90.681
104.960	101.034	97.326	92.485
102.942	101.034	95.301	91.245
105.296	100.922	97.101	89.101
103.166	100.360	96.539	88.875
103.278	98.225	96.651	89.214
104.960	98.338	94.963	90.906
102.493	99.911	96.426	88.423
104.288	101.820	97.213	88.649
104.512	100.023	97.101	88.536
105.409	100.360	94.400	88.649
102.830	101.595	93.950	88.875
103.054	101.371	93.612	90.229
105.745	101.034	95.526	91.019
102.605	100.585	93.161	92.259
105.633	101.707	96.651	91.921
103.166	97.888	93.950	88.310
102.717	99.911	94.513	89.101
105.633	98.787	96.651	88.197
105.409	99.349	93.274	88.084
101.820	100.585	93.048	88.084
103.615	97.663	94.175	91.696
104.624	100.023	94.513	88.084
104.512	99.012	93.837	90.342
103.727	101.483	94.175	90.455
102.942	100.360	96.539	87.971
105.857	100.023	96.314	91.583
105.409	101.146	96.089	88.649
103.839	99.349	96.876	90.229
104.848	99.911	93.837	88.875
101.595	100.472	92.823	89.552
102.381	100.023	94.175	91.808
105.521	98.675	93.161	88.197
104.960	98.900	94.175	91.132
102.044	99.237	95.526	88.423
104.175	99.349	92.485	91.245
103.390	98.787	93.950	88.423
105.184	99.911	92.823	88.197
104.063	97.101	94.400	91.245
103.390	98.113	93.048	89.891
101.707	97.101	94.738	89.101
104.848	99.686	93.386	90.568
101.932	100.585	96.426	91.470
103.839	97.101	95.863	87.294
101.595	100.248	93.950	88.536
101.258	100.697	95.976	89.665
103.839	98.563	92.485	88.988
103.503	97.551	95.863	90.793
101.595	100.585	93.274	88.762
103.615	100.585	93.161	90.455
103.054	99.574	96.089	88.423
103.278	99.686	95.413	88.649
102.717	96.651	93.724	88.988
102.942	99.237	92.259	88.423
103.951	100.248	92.598	88.649
103.839	100.585	92.710	90.793
104.400	99.799	91.808	88.423
103.054	97.326	94.287	89.552
101.371	100.585	95.638	90.004
101.371	97.551	94.963	88.988
100.809	98.338	93.499	89.327
103.727	98.787	94.175	87.068
102.156	98.001	95.751	88.423
101.707	98.787	92.823	89.552
103.278	98.675	92.710	90.568
101.371	96.651	94.850	90.004
104.512	99.237	91.357	86.615
102.605	96.314	91.470	89.778
101.483	98.225	93.499	86.163
102.156	96.539	94.287	87.181
102.942	96.426	93.724	88.084
103.951	98.900	93.950	90.004
103.166	96.651	93.612	90.004
101.595	98.900	94.850	88.762
101.258	95.976	92.485	86.955
103.166	99.799	92.485	87.068
100.136	98.450	93.386	86.050
101.595	96.201	91.132	89.778
100.809	95.638	91.019	88.197
100.585	97.101	91.357	85.937
103.054	98.225	91.921	87.520
103.166	98.113	91.808	86.050
100.360	99.686	94.287	88.197
99.911	96.426	94.175	89.214
103.503	96.651	92.372	87.746
101.932	99.237	94.062	85.711
101.707	96.201	91.696	86.502
99.799	96.314	91.019	86.955
100.248	98.787	93.161	88.988
102.044	99.237	93.274	85.598
100.697	98.113	92.147	88.536
103.503	99.012	94.400	85.824
99.799	99.349	93.612	87.407
103.615	96.764	92.034	87.068
101.483	98.787	90.568	86.389
101.707	97.101	91.583	89.214
99.574	98.450	93.724	88.875
103.278	96.651	91.696	85.711
103.727	96.089	93.724	87.520
103.503	96.426	93.048	87.746
101.595	95.863	91.132	86.163
103.390	95.076	93.386	87.294
103.166	95.301	90.906	87.633
102.605	98.225	93.724	87.520
99.799	97.551	94.175	86.955
99.686	95.638	93.950	88.310
100.922	98.787	93.386	85.824
103.278	96.988	91.357	87.068
102.605	97.326	91.921	86.729
103.166	98.450	90.793	87.746
99.574	95.413	91.245	87.407
99.799	96.426	91.019	88.875
102.717	96.426	90.004	88.649
102.156	94.850	91.470	85.372
99.574	98.450	93.724	85.372
102.493	94.400	92.823	88.423
99.462	97.663	93.386	84.353
101.258	95.863	91.921	84.467
99.462	95.751	89.665	88.310
99.686	94.963	92.147	86.389
99.686	95.413	89.552	87.633
100.585	95.751	90.455	85.598
101.034	96.201	92.598	84.919
101.371	97.438	93.612	86.502
100.360	95.301	92.710	84.240
100.585	96.426	92.710	85.485
101.258	97.438	92.485	85.259
100.809	95.301	89.665	85.259
102.493	95.301	92.034	87.407
102.717	97.326	90.229	87.858
101.146	97.551	91.696	84.580
100.922	95.638	91.808	88.084
98.787	97.326	91.245	83.674
100.809	98.001	91.357	84.919
102.156	97.438	92.485	87.746
102.269	96.426	91.470	85.259
99.799	96.876	91.921	83.901
99.799	96.764	91.696	85.824
98.113	95.188	92.710	85.598
98.563	97.776	91.583	85.937
99.911	93.950	89.552	86.163
102.269	96.988	91.808	84.580
101.932	97.213	91.019	84.353
99.574	95.751	89.439	85.372
100.136	96.539	91.808	83.335
101.034	93.386	89.101	85.032
102.156	94.963	92.034	86.050
100.809	93.837	90.342	85.145
98.787	96.764	92.485	87.294
101.258	95.976	91.357	85.485
99.012	93.837	88.875	87.181
101.932	97.101	90.568	83.335
97.776	95.526	89.778	84.014
99.124	93.499	91.245	86.163
99.911	94.062	90.342	85.372
97.888	93.161	91.357	85.372
97.551	96.201	91.132	84.014
99.686	95.638	88.762	83.221
98.900	93.499	90.681	82.882
97.551	93.724	90.342	85.145
98.563	94.850	92.034	85.824
100.136	96.651	91.583	84.240
98.450	94.287	92.034	84.127
97.663	94.287	91.019	85.145
101.258	95.526	89.439	83.108
99.462	94.850	89.327	85.259
101.595	93.499	87.746	85.824
101.258	93.950	90.455	86.502
98.113	95.863	91.357	85.145
98.113	96.089	89.327	86.389
99.012	93.274	88.310	84.014
100.248	93.837	87.746	82.429
100.248	94.062	90.906	84.127
99.349	94.400	90.906	85.598
100.697	95.863	88.310	85.259
98.225	95.526	89.891	82.768
99.012	95.751	88.875	84.353
100.585	96.314	90.117	85.937
96.876	92.936	87.294	83.674
97.663	95.188	90.117	82.429
101.034	95.413	89.778	83.221
98.563	93.386	89.214	85.485
97.663	94.062	87.068	85.032
100.585	94.400	89.778	85.372
98.450	96.089	89.552	82.429
98.450	95.188	88.197	83.787
98.900	95.413	87.746	83.221
100.023	95.076	91.019	85.598
99.799	94.850	88.875	82.202
97.101	92.936	90.117	85.485
100.472	94.625	87.407	85.485
98.900	92.710	88.197	83.108
100.360	94.175	89.439	83.901
100.697	92.823	88.197	84.467
97.551	94.287	88.197	83.674
96.426	92.710	89.891	82.202
99.799	91.808	90.229	84.127
99.799	92.372	88.423	85.032
98.787	95.638	87.407	83.901
98.001	95.301	89.552	81.182
98.787	91.921	88.197	81.749
99.686	91.921	87.971	82.429
96.539	92.147	86.955	82.882
98.225	94.062	87.520	83.787
98.787	94.850	87.181	84.693
99.349	93.161	89.327	82.768
97.888	95.076	89.439	83.448
98.787	91.808	87.068	84.240
99.124	91.245	89.891	82.882
96.876	92.936	87.068	84.580
98.450	91.470	90.342	84.580
95.863	94.175	86.615	83.221
96.988	95.076	89.778	84.919
97.888	94.850	86.615	80.842
97.101	91.357	86.729	83.901
98.338	91.357	88.649	82.315
96.764	94.287	88.988	82.542
99.124	94.400	86.729	83.787
99.799	94.963	86.955	80.502
97.776	94.850	87.407	81.295
97.776	92.598	85.937	82.882
97.776	94.963	89.101	84.353
98.900	91.583	89.327	81.862
99.124	92.710	86.615	82.202
98.675	94.738	88.649	81.635
96.201	92.710	85.711	80.615
95.638	92.485	86.842	80.842
95.751	91.357	87.181	82.202
98.450	91.921	89.327	82.202
98.225	93.161	85.485	80.502
95.526	94.400	89.552	84.127
95.413	92.372	87.971	81.182
96.876	90.568	86.955	82.089
96.314	91.019	88.875	83.335
96.876	91.245	86.389	79.935
95.188	90.229	85.598	80.162
94.963	93.274	87.181	83.335
98.787	91.470	88.084	81.522
99.124	93.950	88.310	80.842
95.076	93.386	88.649	79.594
95.526	92.936	86.163	82.882
94.963	90.342	85.372	81.862
95.638	90.004	86.050	81.975
98.113	91.470	87.746	81.975
94.850	92.823	87.971	83.674
95.526	90.004	84.693	81.069
94.738	93.612	85.485	81.409
98.113	92.823	86.276	81.635
96.764	91.583	88.084	79.821
97.326	93.950	88.084	82.542
95.526	92.147	85.937	83.335
98.001	92.936	87.971	80.162
95.413	91.019	86.729	81.635
98.113	91.245	86.955	80.955
95.976	92.259	85.485	82.882
96.651	89.665	84.467	81.295
97.326	93.612	85.372	82.995
95.976	90.229	85.145	82.429
94.400	92.372	85.711	82.089
98.338	90.568	86.389	79.367
96.539	92.936	86.842	81.522
95.188	90.906	86.050	81.522
97.776	93.386	87.746	79.481
96.089	89.552	84.467	80.615
96.426	93.274	87.520	81.749
97.438	91.583	84.353	81.295
97.101	89.665	84.467	81.635
94.062	91.357	85.145	79.027
97.101	90.793	86.729	79.935
98.001	91.808	84.127	82.655
97.776	91.921	86.842	79.481
94.400	92.147	84.806	80.842
96.426	89.327	86.615	80.048
95.526	90.793	86.276	78.573
94.287	92.147	85.485	82.089
94.062	91.470	83.674	81.749
94.287	89.891	84.693	79.140
96.426	90.004	84.806	78.573
96.651	91.470	85.711	79.594
94.062	90.342	85.824	81.975
93.612	89.327	86.955	78.459
93.837	91.808	84.580	81.069
96.426	90.568	86.955	80.842
94.963	89.552	87.407	80.729
96.539	91.357	87.068	78.119
94.287	88.536	84.693	80.275
93.386	91.583	87.068	81.862
94.062	92.485	85.259	78.913
95.976	92.259	84.014	79.027
96.314	92.147	83.448	77.551
95.526	88.762	87.181	80.615
93.950	90.568	86.389	81.295
93.724	92.034	87.068	77.437
95.863	88.310	86.955	80.048
94.287	92.034	84.127	80.842
94.287	91.808	86.842	78.346
96.876	88.536	85.824	80.502
94.850	91.696	84.353	77.324
94.850	91.019	83.561	80.955
93.161	88.988	85.372	78.913
96.089	88.988	85.711	78.459
93.386	87.971	82.882	78.346
95.413	88.084	83.108	81.295
95.076	88.310	83.335	77.778
96.988	90.568	82.429	78.346
94.738	88.197	86.502	80.048
96.201	88.310	86.276	78.346
95.413	90.455	86.389	76.756
94.625	87.971	84.127	79.821
92.598	88.649	83.448	78.459
95.751	88.423	85.372	80.275
93.048	88.649	86.389	77.892
95.413	88.988	85.711	78.346
93.499	90.568	86.163	80.275
95.638	89.327	83.561	79.367
95.751	89.439	84.806	77.437
96.314	90.793	82.655	76.528
95.526	89.552	83.674	79.027
92.710	88.875	82.995	80.502
94.400	88.536	83.448	78.119
94.062	87.633	84.693	78.459
93.499	87.971	85.937	80.162
92.147	89.891	84.806	78.346
94.062	87.407	81.862	77.892
93.837	90.455	85.711	78.459
92.034	87.746	84.806	77.210
95.301	89.439	85.372	77.097
92.823	90.681	85.485	77.437
93.386	90.681	81.635	78.005
93.612	89.665	85.711	76.528
95.976	90.229	81.409	80.048
95.188	87.971	85.032	78.573
95.638	88.988	84.353	78.913
94.287	86.842	85.598	78.119
93.612	90.455	83.674	79.594
95.638	86.615	83.221	78.005
92.485	89.214	82.542	77.664
93.274	89.552	82.882	78.459
94.400	90.793	82.202	76.983
91.808	88.536	81.862	79.027
95.413	88.310	82.089	76.869
93.274	88.536	81.975	77.324
93.724	88.197	82.202	76.869
93.837	88.084	82.655	76.642
93.048	87.520	84.240	79.027
92.598	88.310	80.955	76.528
94.850	87.746	82.315	76.301
94.513	88.536	83.335	77.664
94.400	86.389	82.202	76.756
93.950	88.084	84.919	78.005
91.357	87.520	84.353	76.642
91.583	86.955	82.542	77.778
91.019	90.004	83.108	76.528
92.372	88.875	80.842	77.892
94.513	86.050	80.729	77.324
92.823	90.004	84.806	76.642
92.147	89.891	82.995	75.846
93.048	87.407	81.069	78.005
93.950	89.214	80.502	78.913
94.287	86.389	83.448	76.642
94.175	88.310	84.014	78.686
94.287	87.858	80.729	75.505
93.612	86.615	80.388	76.528
94.513	88.536	83.335	76.869
91.019	88.084	82.655	76.642
92.485	86.615	80.275	78.686
94.287	89.665	82.089	76.187
94.513	87.407	83.448	75.733
91.019	86.955	82.655	77.778
91.583	88.423	80.955	74.595
90.568	85.937	84.240	75.733
90.342	86.050	82.202	78.346
91.921	88.197	82.995	74.368
90.455	87.633	81.522	75.960
92.372	85.598	82.882	75.619
90.229	88.988	82.202	76.869
90.342	86.502	82.768	76.187
91.696	87.520	83.108	75.164
91.245	85.032	81.069	78.119
93.837	87.294	82.089	75.846
90.229	88.310	81.409	74.140
90.004	86.502	80.955	78.119
91.132	86.955	80.388	76.528
92.823	87.971	81.409	76.528
91.019	87.746	79.367	77.551
93.724	88.649	82.315	75.960
91.357	85.372	81.522	75.164
92.936	85.937	81.069	76.187
92.259	87.181	83.221	73.457
90.793	85.598	80.955	74.709
91.921	86.163	80.729	75.050
92.936	88.197	79.935	74.481
90.117	86.955	79.821	73.343
93.161	84.467	79.481	75.164
93.724	88.084	82.768	76.642
93.612	86.615	79.027	76.642
90.342	87.746	80.615	75.733
93.048	85.372	81.182	76.415
90.342	84.806	80.615	73.229
90.229	86.615	82.882	74.026
92.147	85.032	82.655	74.140
90.568	87.633	81.862	73.912
90.681	85.937	81.295	76.415
89.552	87.858	81.862	73.457
92.485	84.353	82.655	76.528
93.274	84.240	78.800	75.278
93.386	84.240	80.842	74.140
89.552	87.294	79.708	73.115
91.245	87.407	81.409	73.912
91.470	86.615	80.842	72.774
91.132	85.032	82.089	73.799
92.485	86.050	80.048	74.823
91.921	84.919	80.388	72.774
93.048	87.407	81.635	75.846
89.327	86.389	81.975	73.343
92.259	87.633	79.027	73.002
88.875	86.502	82.202	72.432
89.214	85.598	78.459	75.505
88.762	86.955	80.955	73.799
88.649	83.901	78.459	75.278
89.665	83.787	77.778	75.733
90.229	84.580	81.409	72.546
90.906	84.127	79.367	72.090
91.470	87.520	78.119	74.254
89.327	83.674	77.892	75.050
90.793	86.502	78.573	71.862
89.214	85.145	77.664	73.685
91.132	87.068	79.935	72.432
88.988	84.919	78.459	76.074
92.259	85.711	80.729	72.204
92.147	83.901	81.409	72.660
89.665	84.693	80.502	71.748
91.019	84.806	78.459	75.164
90.568	85.032	77.892	72.660
92.259	85.711	80.275	72.318
92.147	85.485	80.048	71.748
91.921	82.882	80.955	74.481
89.439	85.259	79.481	71.862
89.665	83.448	78.573	74.481
90.229	83.448	78.346	72.774
90.906	82.768	80.048	71.862
88.197	83.448	79.481	74.481
91.583	86.615	78.913	73.912
88.536	84.919	80.388	73.571
90.568	86.276	79.254	72.546
90.681	84.580	79.254	72.090
91.921	85.032	78.232	73.685
88.197	86.276	78.686	74.823
88.762	83.448	78.573	74.140
88.423	86.389	79.254	72.774
88.310	85.824	76.642	75.164
91.245	84.580	80.388	72.546
87.971	85.711	79.935	73.685
87.746	82.768	79.254	72.432
88.197	82.202	78.800	71.862
88.310	84.806	77.097	74.481
91.470	84.580	78.346	74.709
87.746	83.221	79.367	71.178
90.793	85.711	80.275	74.140
89.778	85.711	76.301	71.520
90.681	85.372	80.502	73.115
90.568	85.824	80.162	71.406
88.310	81.862	78.119	72.090
87.068	81.749	79.821	71.748
87.294	83.561	78.800	72.090
87.971	83.335	79.254	71.976
88.197	84.580	78.800	74.254
87.858	83.674	79.935	72.090
90.117	85.145	78.005	72.204
88.310	84.467	75.846	70.950
87.294	82.429	78.119	74.254
90.568	81.975	77.437	70.038
88.875	82.768	78.913	69.924
86.842	85.145	75.960	72.546
90.117	85.032	78.232	71.748
89.327	84.580	78.005	70.608
89.778	85.145	78.005	73.343
87.746	84.919	79.594	72.204
87.520	82.089	75.846	70.494
87.858	84.240	79.481	71.748
90.004	84.353	77.324	73.799
87.520	85.032	76.983	73.229
87.520	81.182	75.391	72.546
90.568	83.674	76.869	71.178
86.955	81.069	76.415	71.292
88.084	82.542	75.619	70.836
89.891	84.014	76.756	72.090
86.276	84.806	75.846	69.582
87.294	82.089	76.756	72.318
89.214	81.749	78.459	69.353
86.842	84.919	75.619	70.950
88.084	82.995	75.960	72.774
86.163	81.862	78.119	70.950
88.762	83.787	76.187	70.380
89.327	82.315	77.210	69.125
89.665	82.768	75.391	72.888
89.101	82.655	74.937	68.897
87.746	80.729	78.119	72.660
88.762	81.749	74.937	70.950
88.197	82.768	76.074	73.002
86.389	83.787	78.346	69.696
85.937	84.353	77.892	69.011
87.971	80.388	77.324	70.950
89.101	83.448	75.619	72.432
88.988	80.275	78.005	72.432
87.971	80.955	75.846	72.090
88.423	83.674	77.778	69.239
88.988	80.729	75.960	69.011
89.214	82.995	76.642	70.380
89.439	82.202	74.823	72.660
86.729	81.409	77.097	70.380
85.259	81.749	75.960	71.292
87.858	81.975	74.140	71.064
86.955	83.901	77.324	68.783
87.971	81.069	75.050	72.432
89.327	81.635	75.846	69.810
85.937	80.048	76.301	68.440
87.633	81.975	75.960	68.783
88.988	80.162	75.733	70.152
88.197	83.448	77.664	71.292
85.032	81.975	77.664	71.862
86.955	79.935	77.097	71.748
87.746	81.749	74.595	70.722
88.649	79.254	77.664	70.380
88.310	80.275	75.733	69.353
87.407	82.089	74.254	70.266
88.197	80.162	76.756	70.152
86.955	79.140	74.823	69.353
87.294	79.140	75.733	69.924
86.050	79.594	75.733	71.178
87.181	80.729	75.278	68.897
87.294	82.995	76.415	69.011
84.693	80.275	73.343	70.950
87.520	82.995	73.571	71.406
84.806	80.955	74.254	71.064
88.536	79.367	76.415	69.924
86.389	80.955	77.324	70.152
87.858	82.202	75.733	69.810
88.197	81.862	75.619	68.554
85.824	82.542	73.457	67.641
88.310	81.182	75.391	67.983
87.407	78.913	75.050	69.924
86.729	81.975	75.391	70.722
87.633	79.254	75.960	67.755
86.163	81.975	73.571	70.266
87.633	81.182	76.869	69.353
86.955	80.275	73.343	67.869
86.050	78.800	76.187	67.069
84.467	79.821	75.050	69.468
86.955	79.481	72.774	67.069
87.181	78.459	73.343	68.326
83.787	81.069	72.774	69.696
84.240	81.522	76.642	68.897
85.824	80.502	76.415	70.380
86.729	79.935	75.050	66.612
85.711	79.254	76.074	67.412
87.633	81.975	73.457	68.212
87.068	79.027	75.733	67.298
86.502	79.027	74.481	68.212
86.389	80.048	72.774	68.783
85.598	78.800	72.546	70.494
83.561	78.119	73.229	68.440
85.145	80.955	73.343	70.038
83.448	80.502	75.391	67.412
84.580	80.388	75.960	67.183
84.919	78.800	72.888	70.152
83.674	79.140	75.505	67.641
83.108	78.686	74.368	70.038
85.032	77.437	72.774	67.412
87.068	78.346	72.546	66.498
86.729	78.800	73.799	67.069
87.068	77.324	73.685	69.468
86.729	81.182	74.254	65.811
86.729	77.778	72.546	69.239
84.919	78.800	73.115	69.353
84.580	77.210	73.912	68.668
84.467	77.210	75.505	66.612
85.598	79.481	72.546	66.841
86.276	78.005	72.774	69.696
83.561	79.935	72.432	66.269
86.615	77.324	72.888	69.582
86.729	77.437	71.520	66.498
86.163	78.346	72.090	68.326
84.580	77.892	73.343	67.869
84.467	77.664	73.912	67.526
86.615	77.210	73.229	66.383
85.259	78.800	74.937	65.011
86.389	78.800	74.595	67.069
83.901	79.594	71.292	67.298
82.655	78.686	73.002	68.783
83.561	78.459	71.520	68.783
82.768	78.346	71.406	66.498
84.240	79.935	71.976	68.097
84.467	77.551	71.292	66.841
82.768	77.097	73.571	66.612
85.485	77.778	72.888	68.212
82.429	79.140	72.774	65.583
84.014	78.459	72.090	64.782
83.901	80.275	73.229	66.955
83.221	78.686	72.888	67.069
85.711	78.800	74.368	64.553
81.862	77.664	73.343	68.554
83.787	76.187	72.774	65.125
84.014	77.210	70.380	66.498
85.598	79.140	74.140	66.383
82.315	78.800	73.229	65.697
85.485	78.232	74.026	66.040
85.711	79.027	74.254	65.011
83.335	77.097	70.494	64.095
82.429	80.162	72.660	65.926
83.561	76.869	72.660	67.183
82.089	78.232	71.862	65.583
84.014	79.935	70.266	65.811
83.901	79.367	74.026	65.811
84.580	79.935	74.026	67.183
84.467	79.821	70.380	67.641
81.862	79.594	73.457	63.751
82.655	78.913	70.836	67.869
83.108	77.778	73.799	67.412
83.901	78.005	73.912	67.755
84.580	79.594	72.318	65.926
84.353	77.210	71.634	66.841
82.202	79.481	70.038	67.298
85.032	79.140	72.660	63.751
81.522	77.664	71.064	65.811
81.295	78.459	73.115	64.209
83.108	77.437	69.468	65.354
82.768	75.505	72.204	65.239
80.955	75.619	71.292	64.782
81.409	75.391	70.722	64.209
83.561	74.937	69.125	64.095
81.975	76.756	69.810	66.612
82.768	75.164	70.152	64.324
84.127	76.187	70.722	65.239
80.502	77.778	71.520	65.926
83.221	75.619	70.266	66.269
80.502	78.459	72.090	65.697
84.014	78.913	70.722	65.239
81.295	77.097	70.608	65.011
80.842	78.686	71.406	66.155
81.975	75.733	69.696	62.835
81.522	75.960	71.292	66.498
80.729	76.301	71.292	65.583
83.448	76.528	70.608	64.324
81.522	76.074	72.432	63.751
81.635	76.983	69.924	62.720
80.842	74.368	70.836	64.667
81.069	75.050	68.440	63.866
79.935	78.005	70.266	65.697
83.561	74.254	68.326	66.383
80.842	74.481	70.038	66.040
83.787	78.119	70.380	64.667
82.882	78.005	71.178	63.637
83.448	78.119	70.380	65.125
83.787	76.756	71.634	62.949
79.821	75.278	68.554	64.209
81.862	76.074	69.125	64.553
81.069	73.912	71.976	66.269
82.315	77.778	70.152	65.239
82.655	77.437	70.152	62.262
83.221	75.733	68.440	66.040
83.335	75.050	68.440	62.147
82.882	76.301	71.862	64.782
80.842	77.664	69.810	65.926
80.048	76.528	69.125	65.239
80.162	75.164	69.696	61.459
82.429	77.778	71.178	62.032
80.615	73.799	69.582	63.637
81.522	73.799	69.696	63.980
82.202	75.391	68.554	63.751
79.821	73.229	71.292	62.606
81.862	73.229	69.011	61.459
80.162	77.097	69.924	65.125
80.388	75.733	69.582	63.751
82.995	74.823	69.125	64.324
80.955	76.528	67.298	65.125
81.182	75.846	68.897	63.980
78.686	75.619	69.696	61.000
80.842	76.528	71.178	62.606
82.429	76.983	71.064	63.980
79.027	74.709	68.097	62.491
79.594	74.937	70.038	60.885
81.409	73.002	70.266	63.637
79.935	75.164	69.924	61.459
81.522	76.756	69.696	64.782
82.429	73.799	69.810	61.000
79.140	76.869	69.696	63.179
80.502	74.709	70.836	63.064
82.429	74.937	70.380	60.656
81.975	73.912	68.897	61.344
79.708	76.074	68.897	60.426
81.069	74.026	69.696	63.408
81.635	75.164	68.440	61.115
79.367	74.140	70.494	60.197
81.069	73.343	70.266	62.949
80.388	76.074	67.069	64.553
79.027	74.140	66.726	63.637
81.069	75.733	66.841	63.522
80.275	74.140	69.239	60.656
81.182	75.050	66.841	62.835
81.295	73.799	66.841	61.688
79.367	73.912	67.755	62.949
80.388	73.571	69.239	61.688
80.162	74.937	70.266	63.637
79.140	72.546	66.498	62.835
81.635	71.862	68.440	63.751
80.842	74.595	68.097	62.032
79.367	72.774	69.353	63.179
79.935	74.937	67.983	62.720
77.551	72.204	69.810	62.720
79.254	75.733	68.326	63.866
80.048	75.846	68.097	63.064
80.388	74.368	66.726	63.637
77.324	73.343	68.212	61.918
79.481	75.505	67.755	62.835
77.097	72.546	66.841	61.918
77.437	71.520	67.526	61.344
79.481	74.254	66.726	60.541
80.388	73.457	65.926	61.803
78.573	71.862	69.582	59.738
80.275	74.709	65.697	63.408
77.551	75.278	68.897	60.197
78.913	74.595	67.526	62.376
78.459	72.888	65.125	59.278
77.892	73.912	66.612	59.278
80.615	73.912	69.011	60.312
77.437	72.888	66.498	61.344
80.615	75.164	69.125	61.918
76.642	72.546	67.298	60.082
80.729	74.595	67.412	59.623
77.437	73.457	67.755	60.197
80.615	73.912	65.239	58.934
76.983	74.254	67.526	59.393
78.119	71.178	64.667	60.082
77.778	71.292	66.612	60.656
80.388	73.912	64.896	59.048
80.502	70.950	68.212	60.885
78.913	74.368	68.783	59.508
77.778	73.571	65.697	61.230
78.913	72.888	66.726	62.376
79.367	73.343	65.239	60.656
76.301	72.318	66.955	60.541
79.821	74.026	68.554	62.491
78.800	70.608	67.183	60.885
76.756	72.546	65.926	61.000
79.594	70.722	68.097	57.899
78.800	71.178	64.438	62.262
80.048	73.799	64.095	61.115
76.415	71.178	64.553	58.244
77.210	71.976	66.155	61.230
